game.id,details.name,details.yearpublished,details.minplayers,details.maxplayers,details.playingtime,details.minage,stats.average,stats.bayesaverage,stats.numcomments,stats.usersrated,topic
46807,Infinite City,2009.0,2.0,6.0,45.0,10.0,6.22671,5.95009,102.5,234.0,Area Control Games
46925,Kámen – Zbraně – Papír,2007.0,2.0,4.0,45.0,10.0,6.41304,5.53424,14.0,46.0,Monopoly-inspired
46936,Kopfsalat,2002.0,2.0,6.0,90.0,16.0,4.66667,0.0,4.0,6.0,Party Tabletop Games
46944,soft landing v1.0,2009.0,2.0,6.0,60.0,12.0,7.5625,0.0,12.0,8.0,Area Control Games
46957,Square Shooters,2010.0,2.0,6.0,15.0,8.0,5.72791,5.52444,76.0,172.0,Classical Dice Games
46961,Piracy,2006.0,2.0,2.0,45.0,0.0,5.14286,0.0,5.0,7.0,Turnless Games
46991,À la charge: Normands et Byzantins,2009.0,2.0,2.0,0.0,0.0,7.02174,0.0,13.0,23.0,XIX Century Wargames
47046,Gambit 7,2008.0,2.0,12.0,15.0,7.0,6.72354,5.9321,102.5,234.0,Licensed Games
47055,High Frontier,2010.0,2.0,5.0,127.5,12.0,7.45552,6.62908,102.5,234.0,Corporate Strategy Games
47071,Scooby Snacks,2006.0,2.0,6.0,30.0,5.0,4.66667,0.0,2.0,6.0,Licensed Games
47082,"Win, Lose, or Banana",2009.0,2.0,3.0,0.0,4.0,5.43509,5.45658,102.5,234.0,Co-op Games
47125,El Erudito,2008.0,2.0,4.0,60.0,15.0,6.2619,0.0,2.0,21.0,Corporate Strategy Games
47130,Shootin' Ladders: Frag Fest,2009.0,2.0,8.0,60.0,13.0,5.93659,5.55184,34.0,123.0,Classical Dice Games
47158,Elemental Clash: The Basic Set,2009.0,2.0,2.0,30.0,10.0,6.61373,5.53084,36.0,51.0,Solitaires
47170,The Tower of Mystery,2009.0,2.0,8.0,30.0,8.0,4.8775,5.45756,14.0,40.0,Turnless Games
47185,Warhammer: Invasion,2009.0,2.0,2.0,45.0,13.0,7.27503,6.93214,102.5,234.0,Collectible Games
47206,Lynx,2004.0,2.0,2.0,15.0,8.0,6.91667,0.0,3.0,6.0,Abstract Strategy Games
47218,Yikerz!,2009.0,2.0,4.0,15.0,14.0,6.0737,5.62136,87.0,234.0,Dexterity Games
47223,Daitou,2009.0,2.0,3.0,120.0,12.0,6.11957,0.0,31.0,23.0,Corporate Strategy Games
47258,Soul Hunters,2009.0,2.0,4.0,60.0,10.0,5.43621,5.49304,26.0,58.0,Modern Card Games
47312,Time Gradient,2009.0,2.0,2.0,15.0,8.0,6.6,0.0,7.0,5.0,Party Card Games
47315,Monopoly: Transformers II,2008.0,2.0,6.0,120.0,8.0,7.08333,0.0,3.0,6.0,Monopoly-inspired
47323,Don't Quote Me: Deluxe Edition,2006.0,2.0,5.0,60.0,14.0,6.0,0.0,2.0,6.0,Memory Games
47344,Hell,2009.0,2.0,2.0,0.0,12.0,5.7,0.0,3.0,5.0,Modern Card Games
47408,Acqua Dolce,2009.0,2.0,5.0,15.0,6.0,6.11717,5.55548,34.0,99.0,Children's Games
47410,Die Siedler von Catan: Das Würfelspiel – XXL-Ausgabe,2009.0,2.0,4.0,30.0,7.0,6.36978,5.53903,10.0,46.0,Sport Simulations
47414,City of Guilds,2009.0,2.0,4.0,30.0,8.0,6.63929,5.54788,39.0,42.0,Party Card Games
47462,Killer Bunnies REMIX,2009.0,2.0,8.0,45.0,13.0,5.56985,5.48985,67.0,190.0,Traditional Card Games
47475,Ex illis,2009.0,2.0,2.0,60.0,8.0,6.5814,5.52816,15.0,43.0,SciFi Games
47484,Strange Aeons,2009.0,2.0,2.0,45.0,0.0,7.95564,5.58609,22.0,39.0,Horror Miniatures
47605,Binary Playing Cards,2008.0,2.0,10.0,15.0,8.0,6.51429,0.0,7.0,7.0,Memory Games
47694,Verzekeringsspel,2006.0,2.0,7.0,60.0,6.0,4.0,0.0,1.0,6.0,SciFi Games
47722,Cold Snap Canadian Pro Football Simulation Board Game,2009.0,2.0,2.0,60.0,0.0,7.94444,0.0,6.0,9.0,Sport Simulations
47994,Five-up,1972.0,2.0,4.0,30.0,10.0,5.67857,0.0,7.0,14.0,Abstract Strategy Games
48082,Spurt að leikslokum,2009.0,2.0,12.0,30.0,0.0,6.58333,0.0,4.0,6.0,Licensed Games
48154,Take a Chance,2009.0,2.0,5.0,30.0,8.0,5.55312,5.50021,12.0,32.0,Classical Dice Games
48159,Railway Rivals,1973.0,2.0,8.0,120.0,11.0,7.1875,0.0,3.0,8.0,Corporate Strategy Games
48343,PowerMage 54,2009.0,2.0,6.0,15.0,10.0,5.40909,0.0,12.0,22.0,SciFi Games
48495,SphereWars,2009.0,2.0,2.0,0.0,0.0,8.14286,0.0,7.0,14.0,Collectible Games
48593,Batalha Territorial,2009.0,2.0,4.0,30.0,10.0,3.08333,0.0,1.0,6.0,Area Control Games
48726,Alien Frontiers,2010.0,2.0,4.0,90.0,13.0,7.49687,7.33009,102.5,234.0,Area Control Games
48830,Volta ao Mundo,1984.0,2.0,6.0,45.0,8.0,6.55556,0.0,2.0,9.0,Party Card Games
48863,The BattleTech Compendium,1990.0,2.0,6.0,120.0,8.0,7.40702,5.61141,15.0,57.0,Modern Wargames
48867,Bourré,2010.0,2.0,8.0,30.0,13.0,5.54645,5.50154,12.0,31.0,Traditional Card Games
48871,Irensei,1987.0,2.0,2.0,15.0,9.0,7.28571,0.0,3.0,7.0,Abstract Strategy Games
48875,The Perfect Pyramid: Four Card Games in One,2009.0,2.0,5.0,30.0,8.0,5.675,0.0,10.0,10.0,Traditional Card Games
48957,Queen's Blade: The Colosseum,2008.0,2.0,5.0,30.0,18.0,5.875,0.0,3.0,8.0,Horror Miniatures
48979,Wazabi,2008.0,2.0,6.0,15.0,8.0,5.79418,5.60357,102.5,234.0,Classical Dice Games
49010,Clue: Carnival – The Case of the Missing Prizes,2009.0,2.0,5.0,15.0,5.0,4.8098,5.46468,21.0,51.0,Co-op Games
49021,Theories: it's a game,2005.0,2.0,8.0,0.0,14.0,5.125,0.0,6.0,12.0,Party Tabletop Games
49038,Battleground Fantasy Warfare: Umenzi Tribesmen,2007.0,2.0,2.0,60.0,12.0,7.56,5.56127,10.0,30.0,Napoleonic Wargames
49045,Trashumantes,2009.0,2.0,6.0,30.0,6.0,5.9,0.0,3.0,5.0,Children's Games
49050,Battleground Fantasy Warfare: Monsters & Mercenaries,2008.0,2.0,2.0,60.0,12.0,7.35952,5.57303,14.0,42.0,Classical Dice Games
49096,Battleground Historical Warfare: Second Punic War 218-201 BC,2009.0,2.0,2.0,90.0,12.0,6.81316,5.54813,26.0,38.0,Collectible Games
49179,The Simpsons Spoons Card Game,2008.0,2.0,8.0,0.0,8.0,5.5,0.0,1.0,5.0,Licensed Games
49261,Kraby,2009.0,2.0,4.0,30.0,7.0,6.19652,5.61238,34.0,178.0,Abstract Strategy Games
49276,Battle for Moscow (second edition),2009.0,2.0,2.0,45.0,12.0,6.89858,5.80519,102.5,234.0,XIX Century Wargames
49298,Doolhof,2006.0,2.0,6.0,0.0,0.0,5.28571,0.0,1.0,7.0,Monopoly-inspired
49301,Stop Thief!,1985.0,2.0,4.0,0.0,7.0,4.5,0.0,2.0,7.0,Solitaires
49380,Jenga: Holiday Edition,2007.0,2.0,0.0,15.0,6.0,5.0,0.0,3.0,6.0,Dexterity Games
49391,Battleground Fantasy Warfare: High Elves,2007.0,2.0,2.0,60.0,12.0,7.30946,5.56628,14.0,37.0,Napoleonic Wargames
49392,Battleground Fantasy Warfare: Lizardmen,2007.0,2.0,2.0,60.0,12.0,7.57907,5.58911,15.0,43.0,Traditional Card Games
49394,Battleground Fantasy Warfare: Dwarves of Runegard,2006.0,2.0,2.0,60.0,12.0,7.6119,5.58423,19.0,42.0,SciFi Games
49396,Battleground Fantasy Warfare: Elves of Ravenwood,2006.0,2.0,2.0,60.0,12.0,7.36415,5.59841,28.0,53.0,SciFi Games
49397,Battleground Fantasy Warfare: Men of Hawkshold,2005.0,2.0,2.0,60.0,12.0,7.07308,5.57927,36.0,52.0,Napoleonic Wargames
49399,Battleground Fantasy Warfare: Undead Army,2005.0,2.0,2.0,60.0,12.0,7.07021,5.57278,25.0,47.0,Traditional Card Games
49400,Battleground Fantasy Warfare: Orc Army,2005.0,2.0,2.0,60.0,12.0,7.27037,5.59498,22.0,54.0,Traditional Card Games
49423,Woosh!,2009.0,2.0,5.0,15.0,8.0,6.08824,0.0,10.0,17.0,Sport Simulations
49435,Penny Arcade: The Card Game,2009.0,2.0,2.0,30.0,13.0,5.7435,5.53801,66.0,203.0,Collectible Games
49443,Dotty Dinosaurs,2007.0,2.0,6.0,0.0,3.0,5.0,0.0,4.0,6.0,Children's Games
49454,Chicago Gangsters,2009.0,2.0,5.0,60.0,12.0,5.47679,5.49865,16.0,56.0,Traditional Card Games
49475,Xtreme Takeover,2009.0,2.0,2.0,30.0,8.0,4.85714,0.0,9.0,7.0,Classical Dice Games
49520,Shaun das Schaf: Das große Fressen,2009.0,2.0,4.0,0.0,5.0,5.3,0.0,2.0,5.0,SciFi Games
49650,Global City,2009.0,2.0,4.0,45.0,10.0,4.33333,0.0,0.0,6.0,Solitaires
49983,Babylon 5: A Call to Arms (Second Edition) – Powers and Principalities,2009.0,2.0,8.0,120.0,12.0,7.16176,0.0,1.0,17.0,SciFi Games
50002,Check Your 6! Breaking the Luftwaffe,2009.0,2.0,12.0,120.0,0.0,7.0,0.0,0.0,5.0,XIX Century Wargames
50049,Sherlock Holmes & Co.,1990.0,2.0,6.0,45.0,8.0,3.65,0.0,1.0,6.0,Co-op Games
50075,Legends of the Ancient World: Raid on Cygnosa,2009.0,2.0,4.0,0.0,12.0,7.4,0.0,3.0,5.0,Napoleonic Wargames
50253,Greedy Greedy,2009.0,2.0,6.0,15.0,8.0,4.75,0.0,3.0,8.0,Classical Dice Games
50257,In the Trenches: The Lost Generation,2009.0,2.0,2.0,127.5,15.0,7.8,0.0,3.0,5.0,Napoleonic Wargames
50356,The Bugman's Game,2009.0,2.0,6.0,30.0,14.0,6.0,5.51282,10.0,38.0,Fantasy Miniatures
50381,Cards Against Humanity,2009.0,2.0,12.0,30.0,17.0,6.21198,6.04886,102.5,234.0,Party Tabletop Games
50437,"One Banana, Two Banana",2009.0,2.0,4.0,0.0,4.0,6.33333,0.0,3.0,6.0,Children's Games
50438,Flea Circus,2009.0,2.0,4.0,0.0,5.0,5.8,0.0,0.0,5.0,Dexterity Games
50442,"Run, Run, as Fast as You Can!",2006.0,2.0,4.0,0.0,0.0,5.6,0.0,3.0,5.0,Sport Simulations
50444,Pop to the Shops,2006.0,2.0,4.0,0.0,5.0,4.17647,0.0,7.0,17.0,Memory Games
50445,"Red Dog, Blue Dog",2006.0,2.0,4.0,0.0,2.0,5.33333,0.0,4.0,9.0,Dexterity Games
50458,Billy Biber,2009.0,2.0,4.0,15.0,4.0,5.23438,5.48401,18.0,64.0,Children's Games
50465,Pirates Of The Caribbean: Dead Man's Chest,2006.0,2.0,4.0,45.0,7.0,5.66667,0.0,4.0,9.0,Fantasy Miniatures
50560,Sherwood Showdown,2009.0,2.0,2.0,15.0,8.0,6.96974,5.55556,18.0,38.0,Party Card Games
50692,Metsa Peremees,2006.0,2.0,6.0,45.0,6.0,4.2,0.0,1.0,5.0,Children's Games
50698,Hundimäng,2008.0,2.0,12.0,45.0,9.0,6.51667,0.0,3.0,18.0,Co-op Games
50719,Risiko! Prestige,1998.0,2.0,6.0,90.0,14.0,6.39106,5.57659,16.0,123.0,Area Control Games
50750,Belfort,2011.0,2.0,5.0,120.0,12.0,7.33106,7.02719,102.5,234.0,Area Control Games
50764,Black Cross/Blue Sky,2010.0,2.0,6.0,60.0,10.0,7.35873,5.60734,35.0,63.0,XIX Century Wargames
50768,Ninjato,2011.0,2.0,4.0,60.0,12.0,7.27755,6.7512,102.5,234.0,Area Control Games
50782,Mens erger je niet! Achtbaan,2009.0,2.0,4.0,30.0,6.0,5.33333,0.0,1.0,6.0,Dexterity Games
50808,Head of the Herd,2008.0,2.0,12.0,30.0,8.0,5.0,0.0,5.0,6.0,Party Tabletop Games
50849,Le Boomb!,2009.0,2.0,12.0,15.0,6.0,4.39843,5.22911,102.5,234.0,Modern Wargames
50862,Caligula,2009.0,2.0,5.0,60.0,14.0,6.11418,5.60142,76.0,196.0,Collectible Games
50910,Game Tasters: The Game of Scattergories,2008.0,2.0,4.0,0.0,12.0,6.59091,0.0,1.0,11.0,Party Tabletop Games
50912,NichtLustig: Labor Chaos,2009.0,2.0,6.0,30.0,8.0,5.37432,5.47848,28.0,148.0,Collectible Games
50920,Game Tasters: Taboo,2008.0,2.0,0.0,0.0,12.0,6.2,0.0,4.0,6.0,Party Tabletop Games
50995,The Toast of the Town,2009.0,2.0,2.0,30.0,0.0,5.82,0.0,25.0,25.0,Collectible Games
51008,Mr. Bacon's Big Adventure,2009.0,2.0,4.0,30.0,8.0,3.79032,5.45022,12.0,31.0,Monopoly-inspired
51067,Monopoly: Nightmare Before Christmas Collector's Edition,2009.0,2.0,6.0,90.0,8.0,5.81552,5.49371,14.0,58.0,Monopoly-inspired
51125,World Cycling Game,2009.0,2.0,7.0,90.0,7.0,4.28947,0.0,8.0,19.0,Sport Simulations
51195,Adaptoid,2009.0,2.0,2.0,15.0,8.0,6.99487,5.66195,52.0,117.0,Abstract Strategy Games
51196,Hexellation,2009.0,2.0,4.0,15.0,8.0,7.6,0.0,5.0,10.0,Abstract Strategy Games
51197,Hippos & Crocodiles,2009.0,2.0,2.0,15.0,6.0,6.39125,5.56038,48.0,80.0,Abstract Strategy Games
51199,Epic Solitaire Notebook Adventures,2009.0,2.0,1.0,60.0,0.0,7.16667,5.53866,25.0,30.0,Fantasy Miniatures
51203,Risiko! Junior,2009.0,2.0,5.0,30.0,6.0,5.12,0.0,1.0,5.0,Party Tabletop Games
51250,Gauss,2009.0,2.0,2.0,15.0,10.0,6.98796,5.5735,19.0,54.0,Abstract Strategy Games
51279,Adventures in Jimland,2009.0,2.0,5.0,120.0,10.0,6.08333,0.0,7.0,6.0,SciFi Games
51281,"Occupation of the Rhineland: German Remilitarization, 1936",2009.0,2.0,1.0,120.0,12.0,5.34286,0.0,6.0,7.0,Solitaires
51283,Remagen Bridgehead: Americans over the Rhine 1945,2009.0,2.0,1.0,30.0,12.0,5.48333,0.0,6.0,6.0,XIX Century Wargames
51367,Mad Arena,2009.0,2.0,7.0,30.0,10.0,5.5,0.0,7.0,21.0,SciFi Games
51374,When was the last time...?,2009.0,2.0,0.0,0.0,8.0,4.54688,0.0,8.0,16.0,Party Tabletop Games
51382,Junior Alias: Travel,2009.0,2.0,0.0,30.0,5.0,4.8,0.0,3.0,5.0,Party Tabletop Games
51401,Pentalath,2009.0,2.0,2.0,15.0,8.0,6.58824,5.53567,16.0,34.0,Abstract Strategy Games
51424,BlitzKrieg (2ème Edition),2008.0,2.0,4.0,60.0,14.0,7.75556,0.0,2.0,9.0,XIX Century Wargames
51429,L'Art de la Guerre,2008.0,2.0,4.0,120.0,14.0,7.92222,0.0,2.0,9.0,Modern Wargames
51495,Wheel Of Fortune Deluxe,1986.0,2.0,4.0,60.0,8.0,5.37824,0.0,8.0,17.0,Party Tabletop Games
51499,Star Wars Quickfire,2009.0,2.0,2.0,30.0,6.0,6.41097,0.0,4.0,7.0,SciFi Games
51505,Seinfeld Trivia Game,2009.0,2.0,4.0,60.0,12.0,5.04167,0.0,15.0,24.0,Classical Dice Games
51506,Splashy The Whale,2009.0,2.0,6.0,30.0,5.0,4.64286,0.0,2.0,7.0,Dexterity Games
51512,Super WHY ABC Letter Game,2009.0,2.0,4.0,45.0,3.0,4.38095,0.0,7.0,21.0,Dexterity Games
51590,Destination: Normandy,2009.0,2.0,2.0,30.0,9.0,6.16304,0.0,7.0,23.0,XIX Century Wargames
51624,Know It or Blow It,2009.0,2.0,0.0,45.0,10.0,5.56029,5.49899,12.0,34.0,Dexterity Games
51630,Loaded Questions On The Go,2009.0,2.0,6.0,30.0,10.0,5.70263,0.0,6.0,19.0,Traditional Card Games
51818,Sneaking Mission: Solo,2009.0,2.0,1.0,15.0,0.0,6.28261,0.0,14.0,23.0,Solitaires
51826,Mehinaku,2011.0,2.0,6.0,75.0,12.0,6.59524,0.0,7.0,21.0,Crowdfunded Card Games
51842,Monopoly: Scooby-Doo Collectors Edition,2002.0,2.0,6.0,90.0,8.0,4.63333,0.0,5.0,12.0,Monopoly-inspired
51923,Sakapuss,2006.0,2.0,5.0,15.0,6.0,5.5,0.0,1.0,6.0,Modern Card Games
52010,Der Dativ ist dem Genitiv sein Tod: Das kleine Spiel,2008.0,2.0,5.0,30.0,12.0,3.88235,0.0,9.0,17.0,Party Tabletop Games
52011,Scene It? Marvel,2007.0,2.0,0.0,0.0,13.0,5.65625,0.0,4.0,16.0,Licensed Games
52012,Time's Up! Deluxe Sample,2009.0,2.0,12.0,60.0,0.0,6.4,0.0,4.0,5.0,Party Tabletop Games
52039,Bible Battles Trading Card Game,2008.0,2.0,0.0,15.0,0.0,5.7,0.0,5.0,5.0,Collectible Games
52040,"Storm Over Kunlun Pass, 1939",2010.0,2.0,2.0,127.5,12.0,6.61364,0.0,32.0,22.0,XIX Century Wargames
52088,Humpuuki,2006.0,2.0,8.0,45.0,12.0,5.125,0.0,3.0,8.0,Party Tabletop Games
52102,John Deere Family Farm Board Game,2008.0,2.0,6.0,45.0,8.0,5.95714,0.0,3.0,14.0,Children's Games
52276,Captain Pirate,2009.0,2.0,7.0,0.0,8.0,5.51386,5.50012,17.0,44.0,Turnless Games
52328,Malifaux,2009.0,2.0,2.0,0.0,0.0,7.61989,6.06756,102.5,234.0,SciFi Games
52332,Sherlock Deluxe,2009.0,2.0,5.0,15.0,5.0,6.54861,5.53852,26.0,36.0,Memory Games
52461,Legacy: The Testament of Duke de Crecy,2013.0,2.0,4.0,60.0,8.0,7.2776,6.85085,102.5,234.0,Corporate Strategy Games
52514,I've Never... The Outrageous Game of Truth,2006.0,2.0,8.0,0.0,8.0,4.92,0.0,1.0,5.0,Licensed Games
52568,Mali Powstańcy: Warszawa 1944,2009.0,2.0,4.0,30.0,8.0,6.58751,5.75063,84.0,234.0,Turnless Games
52586,3 Little Pigs and the Big Bad Wolf,2010.0,2.0,4.0,15.0,4.0,4.66667,0.0,3.0,6.0,Children's Games
52618,Taika Kengät,2006.0,2.0,4.0,30.0,5.0,3.875,0.0,4.0,8.0,Memory Games
52626,Family Alias,2011.0,2.0,8.0,45.0,7.0,6.01429,0.0,2.0,21.0,Party Tabletop Games
52824,Bloody Kuningtou: Battle of Kinmen 1949,2009.0,2.0,2.0,90.0,12.0,6.31667,0.0,4.0,18.0,XIX Century Wargames
52825,De Kolonisten van de Lage Landen,2009.0,2.0,5.0,75.0,10.0,6.44908,5.63413,23.0,163.0,Monopoly-inspired
52827,ZoxSo,2009.0,2.0,2.0,15.0,8.0,7.00184,5.54956,29.0,49.0,Memory Games
53090,RunAway Train,2009.0,2.0,6.0,15.0,12.0,6.5,0.0,3.0,6.0,Corporate Strategy Games
53093,Heroes of Normandie,2014.0,2.0,2.0,60.0,14.0,7.65285,6.66001,102.5,234.0,XIX Century Wargames
53095,Heavy Gear Tactical Miniatures Rules,2001.0,2.0,2.0,127.5,12.0,5.63333,0.0,3.0,6.0,SciFi Games
53103,Aladdin's Dragons,2009.0,2.0,5.0,30.0,10.0,6.36929,5.65738,102.0,198.0,Crowdfunded Card Games
53167,"Lietuva: Viskas, ką lietuvis turi žinoti",2006.0,2.0,6.0,45.0,12.0,6.33333,0.0,2.0,6.0,Licensed Games
53168,Triumvirate,2009.0,2.0,2.0,15.0,12.0,6.78315,6.05523,102.5,234.0,Co-op Games
53279,Wo war's?,2009.0,2.0,5.0,30.0,7.0,5.48833,5.49772,17.0,60.0,Co-op Games
53284,Pico Pico,2008.0,2.0,4.0,15.0,5.0,6.57,0.0,1.0,10.0,Children's Games
53317,Pictureka! Card Game,2008.0,2.0,12.0,15.0,6.0,4.98066,5.34086,102.5,234.0,Dexterity Games
53373,Kazaam Dice,2009.0,2.0,4.0,15.0,6.0,4.97917,5.46358,11.0,48.0,Collectible Games
53376,7,2009.0,2.0,7.0,120.0,15.0,5.09634,5.42684,70.0,134.0,Monopoly-inspired
53403,Battleship: G.I. JOE The Rise of Cobra Edition,2009.0,2.0,2.0,30.0,8.0,5.85714,0.0,4.0,7.0,Turnless Games
53425,Hei me pelataan ulkopolitiikkaa!,2009.0,2.0,6.0,45.0,12.0,2.4,0.0,2.0,5.0,Corporate Strategy Games
53512,Jungle Speed Scooby Doo,2008.0,2.0,8.0,15.0,7.0,5.41667,0.0,1.0,6.0,Dexterity Games
53557,Colorio,2004.0,2.0,5.0,15.0,8.0,4.84219,5.45661,13.0,64.0,Memory Games
53624,Empires in America,2009.0,2.0,1.0,30.0,12.0,7.22456,5.7285,78.0,147.0,Solitaires
53631,Z pohádky do pohádky,2006.0,2.0,6.0,0.0,6.0,5.16667,0.0,0.0,6.0,SciFi Games
53723,Der HeidelBÄR,2009.0,2.0,6.0,15.0,10.0,6.43038,5.5762,18.0,79.0,Party Tabletop Games
53755,You Don't Know Jack,1998.0,2.0,4.0,30.0,16.0,5.90909,0.0,5.0,11.0,Dexterity Games
53804,Cir*Kis,2009.0,2.0,4.0,30.0,8.0,5.30635,5.42734,102.5,234.0,Abstract Strategy Games
53840,Adventure of D,2010.0,2.0,4.0,30.0,0.0,6.82725,5.61092,53.0,91.0,Fantasy Miniatures
53953,Thunderstone,2009.0,2.0,5.0,60.0,12.0,7.00858,6.8404,102.5,234.0,Solitaires
54037,Scarabs & Scorpions,2008.0,2.0,4.0,15.0,8.0,6.7,0.0,3.0,5.0,Classical Dice Games
54043,Jaipur,2009.0,2.0,2.0,30.0,12.0,7.54421,7.41947,102.5,234.0,Party Card Games
54056,Tacticum,2009.0,2.0,2.0,15.0,8.0,6.56667,0.0,10.0,15.0,Collectible Games
54073,Fish Stix,2009.0,2.0,4.0,15.0,6.0,6.10093,5.52623,17.0,43.0,Children's Games
54137,Battle Sheep,2010.0,2.0,4.0,15.0,7.0,6.73863,6.30106,102.5,234.0,Abstract Strategy Games
54138,Imperial 2030,2009.0,2.0,6.0,120.0,12.0,7.73951,7.29831,102.5,234.0,Area Control Games
54140,Recicle,2009.0,2.0,4.0,90.0,14.0,7.175,0.0,3.0,12.0,Corporate Strategy Games
54165,Clash of the Princes,2006.0,2.0,4.0,30.0,9.0,6.52941,0.0,12.0,17.0,Horror Miniatures
54201,The d6 Shooters,2009.0,2.0,1.0,30.0,10.0,6.47979,5.61129,72.0,141.0,Solitaires
54221,Push Fight,2008.0,2.0,2.0,15.0,6.0,7.81611,5.65369,29.0,72.0,Solitaires
54239,Mindflex,2009.0,2.0,4.0,0.0,8.0,4.95843,5.44946,41.0,89.0,Dexterity Games
54254,Playmobil Dinoworld,2008.0,2.0,5.0,15.0,4.0,5.1,0.0,3.0,5.0,Dexterity Games
54300,Bravery in the Sand,2009.0,2.0,2.0,60.0,0.0,7.23043,5.61379,57.0,69.0,XIX Century Wargames
54307,Chronicle,2009.0,2.0,6.0,30.0,12.0,6.848,6.27538,102.5,234.0,Traditional Card Games
54308,Journal Singapore,2009.0,2.0,5.0,60.0,10.0,5.75,0.0,6.0,6.0,Area Control Games
54361,Heroscape Master Set:  Battle for the Underdark,2010.0,2.0,2.0,60.0,8.0,7.49261,6.43426,102.5,234.0,Fantasy Miniatures
54372,Erosion,2009.0,2.0,5.0,30.0,10.0,6.27759,5.65217,102.5,220.0,Party Card Games
54384,The Black Prince,2008.0,2.0,2.0,15.0,8.0,5.0,0.0,3.0,11.0,Party Card Games
54395,Difference,2009.0,2.0,6.0,15.0,6.0,5.36691,5.47152,44.0,136.0,Memory Games
54417,Bailen,2009.0,2.0,2.0,127.5,0.0,7.45,0.0,9.0,10.0,Napoleonic Wargames
54433,Nanuk,2009.0,2.0,8.0,45.0,0.0,6.24733,5.7906,102.5,234.0,Children's Games
54451,Western Desert Force,2013.0,2.0,2.0,120.0,12.0,7.25,0.0,5.0,10.0,Modern Wargames
54457,The Arduous Beginning,2009.0,2.0,2.0,120.0,12.0,6.95871,5.58593,41.0,62.0,XIX Century Wargames
54501,Die Insel der steinernen Wächter,2009.0,2.0,4.0,120.0,12.0,6.90714,5.54671,14.0,42.0,Fantasy Miniatures
54507,Savannah Tails,2009.0,2.0,5.0,30.0,8.0,6.28512,5.76822,102.5,234.0,Party Tabletop Games
54541,Warzoo,2015.0,2.0,4.0,30.0,8.0,6.92517,5.57995,7.0,60.0,Co-op Games
54559,Bacchus,2009.0,2.0,5.0,30.0,10.0,4.84145,5.44282,44.0,76.0,Party Card Games
54604,High School Drama: Varsity Edition,2010.0,2.0,5.0,60.0,12.0,5.98387,5.51069,9.0,31.0,Party Card Games
54608,Posthumous Z,2009.0,2.0,10.0,90.0,12.0,7.0625,0.0,4.0,8.0,Horror Miniatures
54620,"Close Action: Naval Warfare in the Age of Napoleon, 1793-1815",1991.0,2.0,0.0,0.0,0.0,7.89286,0.0,6.0,14.0,Napoleonic Wargames
54625,Space Hulk (third edition),2009.0,2.0,2.0,60.0,12.0,7.56644,7.22555,102.5,234.0,SciFi Games
54643,Skyline 3000,2009.0,2.0,4.0,60.0,10.0,6.37491,5.79748,102.5,234.0,Area Control Games
54707,Fantom Staré Prahy,2006.0,2.0,6.0,45.0,10.0,6.39595,5.53253,6.0,37.0,Co-op Games
54729,Civil War Express,2009.0,2.0,2.0,60.0,12.0,7.72882,0.0,19.0,17.0,Solitaires
54735,Lemming Mafia,2009.0,2.0,6.0,15.0,8.0,6.20131,5.81284,102.5,234.0,Sport Simulations
54743,Scene It? 80s,2009.0,2.0,4.0,30.0,13.0,5.625,5.50583,11.0,40.0,Licensed Games
54745,Scene It? The Simpsons Deluxe Edition,2009.0,2.0,0.0,30.0,13.0,5.60256,5.50981,42.0,117.0,Licensed Games
54748,Vampires' Dance,2009.0,2.0,2.0,30.0,10.0,5.54545,0.0,15.0,11.0,Horror Miniatures
54827,Ciclos,2009.0,2.0,6.0,127.5,10.0,3.6,0.0,0.0,5.0,Monopoly-inspired
54835,Route Z,2009.0,2.0,6.0,120.0,0.0,6.64286,0.0,6.0,7.0,Horror Miniatures
54859,"Empire: The Macedonian  Punic Wars, 350-150BC",2009.0,2.0,4.0,60.0,12.0,7.25,0.0,9.0,11.0,Collectible Games
54895,E-Lektor Quiz,2006.0,2.0,0.0,30.0,3.0,4.1875,0.0,8.0,8.0,Memory Games
54986,duck! duck! SAFARI!,2009.0,2.0,5.0,60.0,6.0,6.0519,5.53973,31.0,79.0,Party Card Games
54998,Cyclades,2009.0,2.0,5.0,90.0,13.0,7.53957,7.35341,102.5,234.0,Area Control Games
55031,Grand Slam,2014.0,2.0,4.0,30.0,8.0,6.35301,5.56317,37.0,83.0,Sport Simulations
55039,Battle for Fallujah: April 2004,2009.0,2.0,1.0,127.5,0.0,6.5,0.0,10.0,7.0,Solitaires
55127,Bailout! The Game,2009.0,2.0,6.0,30.0,14.0,6.2,0.0,3.0,5.0,Monopoly-inspired
55131,Murus Gallicus,2009.0,2.0,2.0,15.0,10.0,7.6549,5.60773,27.0,51.0,Abstract Strategy Games
55158,Luna Llena: Full Moon,2009.0,2.0,7.0,90.0,14.0,6.44859,5.66012,93.0,198.0,Fantasy Miniatures
55165,Bisikle,2009.0,2.0,4.0,30.0,5.0,6.63429,5.88335,102.5,234.0,Dexterity Games
55198,PitLane,2012.0,2.0,11.0,90.0,10.0,8.63333,0.0,8.0,15.0,Sport Simulations
55222,Clue: The Office,2009.0,2.0,6.0,45.0,9.0,5.7527,5.50638,22.0,74.0,Co-op Games
